"ReporterISO3","ReporterName","Year","Exports (% of GDP)","Exports G&S (Current USD)","Imports (% of GDP)","Imports G&S (Current USD)","Trade Balance (% of GDP)","Trade Balance G&S (Current USD)"
"AUT","Austria",1988,33.0709,44096573440,33.4916,44657528832,-0.4207,-560955392
"AUT","Austria",1989,35.0152,46607265792,35.5232,47283384320,-0.508,-676118528
"AUT","Austria",1990,35.6974,59423125504,35.791,59578834944,-0.0935,-155709440
"AUT","Austria",1991,34.5905,60116254720,35.4579,61623795712,-0.8674,-1507540992
"AUT","Austria",1992,33.1553,64678674432,34.4749,67252989952,-1.3196,-2574315520
"AUT","Austria",1993,31.4639,59900882944,31.8012,60542947328,-0.3373,-642064384
"AUT","Austria",1994,32.1585,65453948928,33.8286,68853039104,-1.67,-3399090176
"AUT","Austria",1995,33.5331,80827703296,34.7235,83696836608,-1.1903,-2869133312
"AUT","Austria",1996,34.2493,81256734720,35.8344,85017444352,-1.5851,-3760709632
"AUT","Austria",1997,37.0281,78792187904,37.8396,80519028736,-0.8115,-1726840832
"AUT","Austria",1998,38.351,83704905728,38.5761,84196220928,-0.2251,-491315200
"AUT","Austria",1999,39.357,85506768896,38.9031,84520550400,0.4539,986218496
"AUT","Austria",2000,43.3463,85517705216,42.0142,82889703424,1.3321,2628001792
"AUT","Austria",2001,44.6176,88123588608,42.9191,84769005568,1.6984,3354583040
"AUT","Austria",2002,45.3194,97162436608,41.6288,89249972224,3.6906,7912464384
"AUT","Austria",2003,44.5704,116896448512,41.817,109674881024,2.7534,7221567488
"AUT","Austria",2004,46.8672,141284769792,43.9251,132415627264,2.9421,8869142528
"AUT","Austria",2005,48.6198,153683279872,45.4141,143550316544,3.2057,10132963328
"AUT","Austria",2006,50.8417,170970398720,47.2466,158881038336,3.595,12089360384
"AUT","Austria",2007,52.5609,204559319040,48.1724,187479965696,4.3885,17079353344
"AUT","Austria",2008,53.2489,230062735360,48.8248,210948587520,4.424,19114147840
"AUT","Austria",2009,45.2074,181624750080,41.8548,168155365376,3.3526,13469384704
"AUT","Austria",2010,51.2622,201088696320,47.7576,187341324288,3.5045,13747372032
"AUT","Austria",2011,53.9487,232888434688,51.1541,220824764416,2.7946,12063670272
"AUT","Austria",2012,53.9737,220969205760,51.1785,209525719040,2.7952,11443486720
"AUT","Austria",2013,53.4413,229899616256,50.6251,217784696832,2.8162,12114919424
"AUT","Austria",2014,53.3866,236280889344,50.117,221810032640,3.2696,14470856704
"AUT","Austria",2015,53.0891,202784899072,49.3383,188457893888,3.7508,14327005184
"AUT","Austria",2016,52.4064,207444082688,48.5757,192280707072,3.8307,15163375616
"AUT","Austria",2017,54.0512,225534459904,50.8877,212334575616,3.1635,13199884288
"AUT","Austria",2018,55.4622,252348203008,52.4614,238694825984,3.0008,13653377024
"AUT","Austria",2019,55.7572,247908352000,52.1288,231775649792,3.6284,16132702208
"AUT","Austria",2020,51.6128,224631996416,48.6108,211566542848,3.002,13065453568
"AUT","Austria",2021,55.9003,268527419392,55.322,265749331968,0.5783,2778087424
"AUT","Austria",2022,60.7891,286559961088,59.3391,279724654592,1.45,6835306496
"BEL","Belgium",1988,59.4081,96418783232,57.0149,92534611968,2.3932,3884171264
"BEL","Belgium",1989,63.5667,104389984256,61.3702,100782768128,2.1966,3607216128
"BEL","Belgium",1990,61.6137,126512472064,59.8542,122899595264,1.7595,3612876800
"BEL","Belgium",1991,60.2297,126790049792,58.3605,122855235584,1.8692,3934814208
"BEL","Belgium",1992,58.8089,138072571904,56.2604,132088995840,2.5486,5983576064
"BEL","Belgium",1993,56.1077,126086324224,52.905,118889054208,3.2027,7197270016
"BEL","Belgium",1994,58.425,143073460224,54.8073,134214475776,3.6176,8858984448
"BEL","Belgium",1995,60.1144,173144768512,56.2642,162055274496,3.8502,11089494016
"BEL","Belgium",1996,61.1924,170850025472,58.0204,161993752576,3.172,8856272896
"BEL","Belgium",1997,64.7866,163720904704,60.9024,153905168384,3.8842,9815736320
"BEL","Belgium",1998,64.1743,165908873216,60.5348,156499558400,3.6396,9409314816
"BEL","Belgium",1999,64.5631,166731350016,60.6069,156514811904,3.9561,10216538112
"BEL","Belgium",2000,72.5474,171786764288,69.6827,165003476992,2.8647,6783287296
"BEL","Belgium",2001,71.612,169538551808,67.9649,160904232960,3.6471,8634318848
"BEL","Belgium",2002,70.8313,183016456192,65.2539,168605253632,5.5774,14411202560
"BEL","Belgium",2003,69.0365,219593064448,63.679,202551918592,5.3575,17041145856
"BEL","Belgium",2004,70.9063,261796413440,66.0121,243726483456,4.8941,18069929984
"BEL","Belgium",2005,74.2828,286519853056,70.2462,270950039552,4.0366,15569813504
"BEL","Belgium",2006,76.805,313563971584,72.7625,297060106240,4.0425,16503865344
"BEL","Belgium",2007,78.3018,368740532224,74.1666,349267165184,4.1352,19473367040
"BEL","Belgium",2008,80.8806,418418163712,80.2078,414937612288,0.6728,3480551424
"BEL","Belgium",2009,68.834,332643205120,66.572,321712160768,2.262,10931044352
"BEL","Belgium",2010,75.8501,365158039552,74.1476,356962074624,1.7025,8195964928
"BEL","Belgium",2011,80.6974,422313787392,80.7964,422831882240,-0.099,-518094848
"BEL","Belgium",2012,80.4045,398929199104,80.3415,398616854528,0.063,312344576
"BEL","Belgium",2013,79.3243,413907320832,78.5265,409744211968,0.7979,4163108864
"BEL","Belgium",2014,79.801,427246780416,78.9822,422862979072,0.8188,4383801344
"BEL","Belgium",2015,77.8053,359721500672,76.3873,353165508608,1.418,6555992064
"BEL","Belgium",2016,79.4296,378134822912,78.2354,372449640448,1.1942,5685182464
"BEL","Belgium",2017,83.1824,418211823616,82.1434,412988178432,1.039,5223645184
"BEL","Belgium",2018,83.0796,451370844160,83.4152,453193760768,-0.3355,-1822916608
"BEL","Belgium",2019,82.3972,441538314240,81.7691,438172286976,0.6282,3366027264
"BEL","Belgium",2020,79.4465,417263648768,77.7338,408268046336,1.7128,8995602432
"BEL","Belgium",2021,86.8267,516056449024,85.7757,509809688576,1.051,6246760448
"BEL","Belgium",2022,95.3285,551574437888,97.7458,565560934400,-2.4173,-13986496512
"BGR","Bulgaria",1988,45.5657,10277765120,45.8961,10352293888,-0.3304,-74528768
"BGR","Bulgaria",1989,46.4206,10207166464,48.1584,10589278208,-1.7378,-382111744
"BGR","Bulgaria",1990,33.1192,6833181696,36.7279,7577727488,-3.6087,-744545792
"BGR","Bulgaria",1991,43.4783,4758064640,39.2041,4290322688,4.2741,467741952
"BGR","Bulgaria",1992,47.1116,4876288512,52.9382,5479381504,-5.8267,-603092992
"BGR","Bulgaria",1993,38.2068,4138643456,45.8347,4964922368,-7.628,-826278912
"BGR","Bulgaria",1994,45.0476,4368450048,45.6726,4429059072,-0.625,-60609024
"BGR","Bulgaria",1995,32.3395,6141772800,22.9232,4353466880,9.4163,1788305920
"BGR","Bulgaria",1996,48.4971,5962706944,37.3237,4588948992,11.1733,1373757952
"BGR","Bulgaria",1997,49.5762,5610103808,36.8876,4174241536,12.6886,1435862272
"BGR","Bulgaria",1998,41.9413,6304225792,35.1039,5276478976,6.8375,1027746816
"BGR","Bulgaria",1999,42.7498,5825652736,47.3252,6449155584,-4.5754,-623502848
"BGR","Bulgaria",2000,36.2189,4797546496,41.5268,5500642304,-5.308,-703095808
"BGR","Bulgaria",2001,34.8813,4947372032,44.2001,6269089280,-9.3187,-1321717248
"BGR","Bulgaria",2002,33.6473,5519181824,41.6223,6827325440,-7.975,-1308143616
"BGR","Bulgaria",2003,34.4169,7277450240,44.5969,9430005760,-10.18,-2152555520
"BGR","Bulgaria",2004,40.9566,10713333760,52.1073,13630083072,-11.1506,-2916749312
"BGR","Bulgaria",2005,42.5296,12703007744,57.1846,17080282112,-14.6551,-4377274368
"BGR","Bulgaria",2006,46.9779,16151249920,64.0696,22027470848,-17.0917,-5876220928
"BGR","Bulgaria",2007,52.355,23262814208,71.1775,31626174464,-18.8225,-8363360256
"BGR","Bulgaria",2008,52.4777,28590194688,72.2111,39341105152,-19.7334,-10750910464
"BGR","Bulgaria",2009,42.2188,21963855872,50.4738,26258393088,-8.2549,-4294537216
"BGR","Bulgaria",2010,50.1076,25431732224,53.3039,27053993984,-3.1963,-1622261760
"BGR","Bulgaria",2011,58.8029,33950300160,58.6533,33863923712,0.1496,86376448
"BGR","Bulgaria",2012,60.3537,32766140416,63.6398,34550157312,-3.2861,-1784016896
"BGR","Bulgaria",2013,64.5817,36065161216,65.151,36383064064,-0.5693,-317902848
"BGR","Bulgaria",2014,64.6009,36925583360,65.6864,37546057728,-1.0855,-620474368
"BGR","Bulgaria",2015,63.8001,32428365824,62.9009,31971303424,0.8992,457062400
"BGR","Bulgaria",2016,63.8705,34482069504,58.9633,31832827904,4.9071,2649241600
"BGR","Bulgaria",2017,66.9946,39756644352,62.682,37197418496,4.3126,2559225856
"BGR","Bulgaria",2018,65.6959,43621785600,63.1558,41935204352,2.54,1686581248
"BGR","Bulgaria",2019,63.9339,44058095616,60.7057,41833459712,3.2282,2224635904
"BGR","Bulgaria",2020,56.1209,39511560192,54.1609,38131654656,1.96,1379905536
"BGR","Bulgaria",2021,61.3262,51551645696,59.6479,50140856320,1.6783,1410789376
"BGR","Bulgaria",2022,68.5435,61031399424,67.7399,60315901952,0.8036,715497472
"CYP","Cyprus",1988,48.0786,2057181824,53.5047,2289354496,-5.4261,-232172672
"CYP","Cyprus",1989,51.46,2348366592,59.8742,2732346880,-8.4142,-383980288
"CYP","Cyprus",1990,51.5006,2879463680,57.1076,3192962816,-5.6071,-313499136
"CYP","Cyprus",1991,47.0857,2716934912,57.0943,3294451200,-10.0086,-577516288
"CYP","Cyprus",1992,49.457,3418539520,60.64,4191531264,-11.1831,-772991744
"CYP","Cyprus",1993,47.4914,3129819904,47.925,3158396928,-0.4336,-28577024
"CYP","Cyprus",1994,47.6895,3541280000,48.0867,3570773504,-0.3972,-29493504
"CYP","Cyprus",1995,66.7633,6631689728,67.6272,6717504512,-0.8639,-85814784
"CYP","Cyprus",1996,70.2076,7029131776,70.6413,7072548352,-0.4336,-43416576
"CYP","Cyprus",1997,69.1856,6605714944,70.5774,6738597376,-1.3918,-132882432
"CYP","Cyprus",1998,68.6975,7040543232,66.2123,6785841664,2.4852,254701568
"CYP","Cyprus",1999,66.9265,7025878016,64.2829,6748356096,2.6436,277521920
"CYP","Cyprus",2000,69.9628,6986380800,67.5321,6743650304,2.4307,242730496
"CYP","Cyprus",2001,68.2089,7092288000,63.6402,6617245184,4.5686,475042816
"CYP","Cyprus",2002,62.4053,7126829056,61.236,6993294336,1.1693,133534720
"CYP","Cyprus",2003,57.7621,8402847232,56.2425,8181782528,1.5196,221064704
"CYP","Cyprus",2004,56.8898,9853627392,57.0138,9875105792,-0.124,-21478400
"CYP","Cyprus",2005,55.6921,10265955328,56.225,10364178432,-0.5329,-98223104
"CYP","Cyprus",2006,53.4357,10726039552,56.3706,11315149824,-2.9349,-589110272
"CYP","Cyprus",2007,53.2589,12765499392,58.0161,13905730560,-4.7572,-1140231168
"CYP","Cyprus",2008,50.0816,13945070592,62.8441,17498755072,-12.7625,-3553684480
"CYP","Cyprus",2009,48.7221,12641149952,54.0687,14028341248,-5.3466,-1387191296
"CYP","Cyprus",2010,50.3345,12986277888,58.5672,15110295552,-8.2326,-2124017664
"CYP","Cyprus",2011,53.4541,14775539712,57.163,15800753152,-3.709,-1025213440
"CYP","Cyprus",2012,55.2784,13845815296,57.0659,14293540864,-1.7875,-447725568
"CYP","Cyprus",2013,61.2966,14686484480,59.6296,14287081472,1.667,399403008
"CYP","Cyprus",2014,65.9517,15317884928,64.8927,15071910912,1.0591,245974016
"CYP","Cyprus",2015,70.0173,13939933184,67.2591,13390800896,2.7582,549132288
"CYP","Cyprus",2016,70.4841,14834392064,68.538,14424826880,1.946,409565184
"CYP","Cyprus",2017,73.8365,16942950400,74.1769,17021059072,-0.3404,-78108672
"CYP","Cyprus",2018,74.9673,19189606400,73.5607,18829543424,1.4066,360062976
"CYP","Cyprus",2019,76.4931,19846291456,75.4621,19578775552,1.0311,267515904
"CYP","Cyprus",2020,81.3888,20353923072,82.767,20698583040,-1.3782,-344659968
"CYP","Cyprus",2021,86.617,24606201856,83.6955,23776274432,2.9214,829927424
"CYP","Cyprus",2022,91.5213,26027782144,91.8964,26134456320,-0.3751,-106674176
"CZE","Czech Republic",1990,32.9226,13409039360,30.5744,12452629504,2.3482,956409856
"CZE","Czech Republic",1991,38.4277,11474470912,32.8439,9807155200,5.5838,1667315712
"CZE","Czech Republic",1992,39.8587,13872829440,38.6536,13453377536,1.2051,419451904
"CZE","Czech Republic",1993,39.938,16321462272,38.8125,15861512192,1.1255,459950080
"CZE","Czech Republic",1994,37.0976,17751203840,38.2343,18295128064,-1.1367,-543924224
"CZE","Czech Republic",1995,40.2107,24184999936,43.2764,26028849152,-3.0656,-1843849216
"CZE","Czech Republic",1996,38.1332,25697372160,42.9643,28953008128,-4.8311,-3255635968
"CZE","Czech Republic",1997,40.2495,25027368960,44.3904,27602167808,-4.1408,-2574798848
"CZE","Czech Republic",1998,42.0515,28093562880,42.3643,28302538752,-0.3128,-208975872
"CZE","Czech Republic",1999,42.7603,27868207104,43.2389,28180103168,-0.4786,-311896064
"CZE","Czech Republic",2000,48.091,29731530752,49.9553,30884143104,-1.8644,-1152612352
"CZE","Czech Republic",2001,48.8565,33128964096,50.1559,34010091520,-1.2994,-881127424
"CZE","Czech Republic",2002,45.0041,36991684608,46.3305,38081929216,-1.3264,-1090244608
"CZE","Czech Republic",2003,46.728,46770323456,48.2455,48289128448,-1.5174,-1518804992
"CZE","Czech Republic",2004,57.0578,68363661312,56.4311,67612758016,0.6267,750903296
"CZE","Czech Republic",2005,61.8132,84772749312,59.4847,81579368448,2.3285,3193380864
"CZE","Czech Republic",2006,64.8754,101377064960,62.153,97122828288,2.7225,4254236672
"CZE","Czech Republic",2007,66.1008,125713162240,63.6782,121105907712,2.4225,4607254528
"CZE","Czech Republic",2008,62.9516,149080178688,60.7909,143963045888,2.1608,5117132800
"CZE","Czech Republic",2009,58.3454,121028435968,54.4518,112951738368,3.8936,8076697600
"CZE","Czech Republic",2010,65.543,137030721536,62.4859,130639249408,3.0571,6391472128
"CZE","Czech Republic",2011,70.8219,162580611072,67.041,153901039616,3.7809,8679571456
"CZE","Czech Republic",2012,75.6462,157992894464,70.8827,148043923456,4.7635,9948971008
"CZE","Czech Republic",2013,76.0584,161004650496,70.364,148950548480,5.6943,12054102016
"CZE","Czech Republic",2014,81.9543,171578507264,75.6207,158318624768,6.3336,13259882496
"CZE","Czech Republic",2015,80.5588,151477125120,74.6169,140304400384,5.9419,11172724736
"CZE","Czech Republic",2016,79.1071,155265089536,71.4792,140293685248,7.6279,14971404288
"CZE","Czech Republic",2017,79.0271,172776194048,71.5055,156331753472,7.5216,16444440576
"CZE","Czech Republic",2018,76.9436,191589924864,71.0049,176802709504,5.9386,14787215360
"CZE","Czech Republic",2019,73.8798,186582040576,67.8912,171458101248,5.9885,15123939328
"CZE","Czech Republic",2020,69.9488,172056182784,63.1995,155454816256,6.7492,16601366528
"CZE","Czech Republic",2021,72.7282,204941770752,69.7668,196596645888,2.9615,8345124864
"CZE","Czech Republic",2022,74.8393,217725091840,74.943,218026754048,-0.1037,-301662208
"DEU","Germany",1988,21.0901,295521320960,21.4364,300374458368,-0.3463,-4853137408
"DEU","Germany",1989,22.2996,311964434432,22.9163,320591560704,-0.6167,-8627126272
"DEU","Germany",1990,22.8358,404575944704,23.0278,407976050688,-0.1919,-3400105984
"DEU","Germany",1991,23.6649,442284015616,24.1525,451396567040,-0.4876,-9112551424
"DEU","Germany",1992,22.1947,473095798784,22.6961,483784589312,-0.5015,-10688790528
"DEU","Germany",1993,20.3134,420757143552,20.2633,419718430720,0.0501,1038712832
"DEU","Germany",1994,21.1107,465506795520,20.9472,461900677120,0.1635,3606118400
"DEU","Germany",1995,21.9942,568725274624,21.5874,558205239296,0.4068,10520035328
"DEU","Germany",1996,22.86,570870792192,22.1456,553029664768,0.7144,17841127424
"DEU","Germany",1997,25.3603,560966598656,24.2824,537123848192,1.0779,23842750464
"DEU","Germany",1998,26.4069,591248162816,25.1781,563734577152,1.2288,27513585664
"DEU","Germany",1999,26.9592,591740403712,26.4066,579610804224,0.5526,12129599488
"DEU","Germany",2000,30.8477,600907841536,30.6783,597608693760,0.1694,3299147776
"DEU","Germany",2001,31.8447,619631411200,30.2181,587981651968,1.6266,31649759232
"DEU","Germany",2002,32.5926,677431738368,28.3423,589090521088,4.2503,88341217280
"DEU","Germany",2003,32.8117,820831059968,29.0376,726416490496,3.7741,94414569472
"DEU","Germany",2004,35.7134,1005100466176,30.5128,858739179520,5.2005,146361286656
"DEU","Germany",2005,38.0596,1083504328704,32.8591,935455096832,5.2004,148049231872
"DEU","Germany",2006,41.4329,1240792825856,36.0168,1078597058560,5.4161,162195767296
"DEU","Germany",2007,43.3228,1484054986752,36.5517,1252105781248,6.7711,231949205504
"DEU","Germany",2008,43.7992,1640395309056,37.7256,1412923916288,6.0736,227471392768
"DEU","Germany",2009,38.1199,1300369637376,33.1088,1129427894272,5.0111,170941743104
"DEU","Germany",2010,42.5655,1447084687360,37.3032,1268183203840,5.2623,178901483520
"DEU","Germany",2011,45.0571,1689333923840,40.149,1505311850496,4.9081,184022073344
"DEU","Germany",2012,46.3071,1633318469632,40.2069,1418156179456,6.1002,215162290176
"DEU","Germany",2013,45.4187,1695844663296,39.6602,1480834285568,5.7585,215010377728
"DEU","Germany",2014,45.6193,1774175649792,39.0008,1516778553344,6.6184,257397096448
"DEU","Germany",2015,46.9207,1575404044288,39.3255,1320386953216,7.5953,255017091072
"DEU","Germany",2016,46.0733,1598674698240,38.6964,1342707728384,7.3769,255966969856
"DEU","Germany",2017,47.163,1740716638208,40.0742,1479076872192,7.0889,261639766016
"DEU","Germany",2018,47.3089,1880263753728,41.211,1637908348928,6.0978,242355404800
"DEU","Germany",2019,46.6696,1814620012544,41.0168,1594825768960,5.6528,219794243584
"DEU","Germany",2020,43.0131,1673068281856,37.3852,1454159560704,5.628,218908721152
"DEU","Germany",2021,47.0306,2003471040512,41.7122,1776913612800,5.3183,226557427712
"DEU","Germany",2022,50.3379,2049854013440,48.2813,1966107131904,2.0566,83746881536
"DNK","Denmark",1988,33.6157,38843768832,30.1396,34826997760,3.4761,4016771072
"DNK","Denmark",1989,35.42,39815434240,31.6249,35549442048,3.795,4265992192
"DNK","Denmark",1990,36.4232,50354364416,30.867,42673131520,5.5561,7681232896
"DNK","Denmark",1991,37.6825,52463652864,31.4641,43806011392,6.2184,8657641472
"DNK","Denmark",1992,36.9544,56508723200,30.0476,45947207680,6.9068,10561515520
"DNK","Denmark",1993,36.5662,52360900608,29.0387,41581920256,7.5275,10778980352
"DNK","Denmark",1994,36.8519,57549185024,30.9286,48299196416,5.9233,9249988608
"DNK","Denmark",1995,36.612,67735044096,31.9026,59022442496,4.7093,8712601600
"DNK","Denmark",1996,37.0674,69550743552,31.4039,58924130304,5.6635,10626613248
"DNK","Denmark",1997,37.7629,65533186048,33.4056,57971654656,4.3573,7561531392
"DNK","Denmark",1998,37.1866,65816952832,34.1126,60376236032,3.074,5440716800
"DNK","Denmark",1999,39.3484,70026117120,33.3488,59348844544,5.9997,10677272576
"DNK","Denmark",2000,44.8473,73620299776,38.1367,62604361728,6.7106,11015938048
"DNK","Denmark",2001,45.5545,75069751296,38.4141,63302987776,7.1404,11766763520
"DNK","Denmark",2002,45.7045,81644126208,38.8525,69404098560,6.852,12240027648
"DNK","Denmark",2003,43.8384,95610216448,37.0433,80790290432,6.7951,14819926016
"DNK","Denmark",2004,43.9284,110425022464,38.2793,96224600064,5.6491,14200422400
"DNK","Denmark",2005,47.4521,125495164928,41.9476,110937554944,5.5045,14557609984
"DNK","Denmark",2006,50.73,143508193280,46.6367,131928653824,4.0934,11579539456
"DNK","Denmark",2007,51.4825,164447256576,48.5853,155192852480,2.8972,9254404096
"DNK","Denmark",2008,54.1758,191434997760,50.6524,178984878080,3.5234,12450119680
"DNK","Denmark",2009,47.1261,151389356032,42.629,136942698496,4.4971,14446657536
"DNK","Denmark",2010,50.5229,162681438208,43.577,140316049408,6.9459,22365388800
"DNK","Denmark",2011,53.8201,185143001088,47.4256,163145711616,6.3945,21997289472
"DNK","Denmark",2012,54.6305,178723078144,48.6105,159028658176,6.02,19694419968
"DNK","Denmark",2013,54.8288,188383264768,48.2213,165680939008,6.6075,22702325760
"DNK","Denmark",2014,54.6131,192780910592,47.6508,168204206080,6.9624,24576704512
"DNK","Denmark",2015,55.4182,167735885824,48.6301,147190071296,6.7881,20545814528
"DNK","Denmark",2016,53.426,167285260288,46.7428,146359304192,6.6831,20925956096
"DNK","Denmark",2017,55.0774,182923575296,47.902,159092670464,7.1754,23830904832
"DNK","Denmark",2018,56.5598,201828696064,50.4152,179902185472,6.1446,21926510592
"DNK","Denmark",2019,58.6472,203211751424,51.5776,178715901952,7.0695,24495849472
"DNK","Denmark",2020,54.9296,195122348032,48.5826,172576440320,6.347,22545907712
"DNK","Denmark",2021,59.6585,237621919744,52.5217,209195712512,7.1368,28426207232
"DNK","Denmark",2022,69.314,274070192128,58.6861,232047034368,10.6279,42023157760
"ESP","Spain",1988,17.3028,65086234624,19.4107,73015345152,-2.1079,-7929110528
"ESP","Spain",1989,16.6024,68859535360,20.7818,86194003968,-4.1794,-17334468608
"ESP","Spain",1990,15.7248,84372758528,19.8859,106699694080,-4.1611,-22326935552
"ESP","Spain",1991,15.7607,90965540864,19.7178,113804599296,-3.9571,-22839058432
"ESP","Spain",1992,16.1875,102129836032,19.7903,124860129280,-3.6027,-22730293248
"ESP","Spain",1993,17.7089,92985057280,19.241,101029838848,-1.5321,-8044781568
"ESP","Spain",1994,20.3111,107763294208,21.3333,113186750464,-1.0222,-5423456256
"ESP","Spain",1995,21.8271,134151323648,22.9483,141042171904,-1.1212,-6890848256
"ESP","Spain",1996,23.0324,148003422208,23.2129,149163278336,-0.1805,-1159856128
"ESP","Spain",1997,25.6698,151471587328,25.4965,150448865280,0.1733,1022722048
"ESP","Spain",1998,26.1019,161627127808,26.5595,164460412928,-0.4576,-2833285120
"ESP","Spain",1999,26.3515,167307722752,28.285,179583336448,-1.9334,-12275613696
"ESP","Spain",2000,28.5634,170912661504,31.519,188597993472,-2.9556,-17685331968
"ESP","Spain",2001,27.8616,174923612160,30.1355,189199941632,-2.2739,-14276329472
"ESP","Spain",2002,26.554,188203204608,28.5452,202315907072,-1.9912,-14112702464
"ESP","Spain",2003,25.6289,232580153344,27.8348,252598288384,-2.2059,-20018135040
"ESP","Spain",2004,25.412,271668264960,29.1122,311225614336,-3.7002,-39557349376
"ESP","Spain",2005,24.9793,288189775872,29.783,343611506688,-4.8038,-55421730816
"ESP","Spain",2006,25.2413,318141104128,30.9358,389914918912,-5.6945,-71773814784
"ESP","Spain",2007,25.9847,383015714816,31.7629,468185448448,-5.7781,-85169733632
"ESP","Spain",2008,25.6239,418147532800,30.3594,495423979520,-4.7355,-77276446720
"ESP","Spain",2009,23.0617,343958913024,23.9332,356956897280,-0.8715,-12997984256
"ESP","Spain",2010,25.9517,369060970496,26.9766,383635881984,-1.0249,-14574911488
"ESP","Spain",2011,29.535,437327298560,29.2582,433229365248,0.2768,4097933312
"ESP","Spain",2012,31.4551,416701939712,29.39,389343641600,2.0652,27358298112
"ESP","Spain",2013,32.952,446689935360,29.0244,393448325120,3.9276,53241610240
"ESP","Spain",2014,33.468,459120574464,30.3703,416625819648,3.0977,42494754816
"ESP","Spain",2015,33.6109,402038652928,30.5723,365693239296,3.0385,36345413632
"ESP","Spain",2016,33.8625,417712013312,29.8774,368554475520,3.985,49157537792
"ESP","Spain",2017,35.1306,461350502400,31.5265,414020239360,3.6041,47330263040
"ESP","Spain",2018,35.1451,499658326016,32.4299,461056442368,2.7152,38601883648
"ESP","Spain",2019,34.9069,486713917440,31.967,445722132480,2.9399,40991784960
"ESP","Spain",2020,30.7999,393303818240,29.3432,374702014464,1.4567,18601803776
"ESP","Spain",2021,34.9335,498633867264,33.4483,477434413056,1.4852,21199454208
"ESP","Spain",2022,41.5513,580683694080,40.1419,560986390528,1.4095,19697303552
"EST","Estonia",1995,65.9013,2967518464,73.1861,3295549952,-7.2848,-328031488
"EST","Estonia",1996,61.2793,2932836608,71.6982,3431489024,-10.4189,-498652416
"EST","Estonia",1997,70.3824,3627803136,80.669,4158018560,-10.2866,-530215424
"EST","Estonia",1998,73.6343,4178072064,83.2039,4721055744,-9.5695,-542983680
"EST","Estonia",1999,69.8661,4022130432,74.2503,4274527232,-4.3842,-252396800
"EST","Estonia",2000,61.6274,3504491008,64.8682,3688782848,-3.2408,-184291840
"EST","Estonia",2001,61.252,3831095808,65.205,4078345728,-3.9531,-247249920
"EST","Estonia",2002,57.9559,4270175232,65.3623,4815881216,-7.4065,-545705984
"EST","Estonia",2003,57.1623,5644211712,65.6146,6478792704,-8.4523,-834580992
"EST","Estonia",2004,61.0793,7418642432,68.8989,8368396288,-7.8195,-949753856
"EST","Estonia",2005,65.435,9230781440,70.5038,9945822208,-5.0688,-715040768
"EST","Estonia",2006,63.2668,10769819648,73.3765,12490778624,-10.1097,-1720958976
"EST","Estonia",2007,62.5986,14052834304,71.389,16026215424,-8.7905,-1973381120
"EST","Estonia",2008,66.3923,16160989184,70.2968,17111420928,-3.9045,-950431744
"EST","Estonia",2009,60.8644,11949521920,55.9004,10974937088,4.964,974584832
"EST","Estonia",2010,75.0493,14652235776,68.6289,13398749184,6.4204,1253486592
"EST","Estonia",2011,86.6038,20104198144,80.7882,18754164736,5.8156,1350033408
"EST","Estonia",2012,86.2078,19844300800,84.5521,19463182336,1.6557,381118464
"EST","Estonia",2013,84.5682,21239932928,81.8847,20565950464,2.6835,673982464
